,Disease,Symptom1,Symptom2,Symptom3,Symptom4
1472,Alcoholic hepatitis, yellowishskin, abdominalpain, swellingofstomach, distentionofabdomen
1473,Alcoholic hepatitis, vomiting, abdominalpain, swellingofstomach, distentionofabdomen
1474,Alcoholic hepatitis, vomiting, yellowishskin, swellingofstomach, distentionofabdomen
1475,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, distentionofabdomen
1476,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
1477,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
1478,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
1479,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
1480,Tuberculosis, chills, vomiting, fatigue, weightloss
1481,Tuberculosis, chills, vomiting, fatigue, weightloss
1482,Tuberculosis, vomiting, fatigue, weightloss, cough
1483,Tuberculosis, chills, fatigue, weightloss, cough
1484,Tuberculosis, chills, vomiting, weightloss, cough
1485,Tuberculosis, chills, vomiting, fatigue, cough
1486,Tuberculosis, chills, vomiting, fatigue, weightloss
1487,Tuberculosis, chills, vomiting, fatigue, weightloss
1488,Tuberculosis, chills, vomiting, fatigue, weightloss
1489,Tuberculosis, chills, vomiting, fatigue, weightloss
1490,Common Cold, continuoussneezing, chills, fatigue, cough
1491,Common Cold, continuoussneezing, chills, fatigue, cough
1492,Common Cold, chills, fatigue, cough, highfever
1493,Common Cold, continuoussneezing, fatigue, cough, highfever
1494,Common Cold, continuoussneezing, chills, cough, highfever
1495,Common Cold, continuoussneezing, chills, fatigue, highfever
1496,Common Cold, continuoussneezing, chills, fatigue, cough
1497,Common Cold, continuoussneezing, chills, fatigue, cough
1498,Common Cold, continuoussneezing, chills, fatigue, cough
1499,Common Cold, continuoussneezing, chills, fatigue, cough
1500,Pneumonia, chills, fatigue, cough, highfever
1501,Pneumonia, chills, fatigue, cough, highfever
1502,Pneumonia, chills, fatigue, cough, highfever
1503,Pneumonia, fatigue, cough, highfever, breathlessness
1504,Pneumonia, chills, cough, highfever, breathlessness
1505,Pneumonia, chills, fatigue, highfever, breathlessness
1506,Pneumonia, chills, fatigue, cough, breathlessness
1507,Pneumonia, chills, fatigue, cough, highfever
1508,Pneumonia, chills, fatigue, cough, highfever
1509,Pneumonia, chills, fatigue, cough, highfever
1510,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1511,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1512,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1513,Dimorphic hemmorhoids(piles), painduringbowelmovements, paininanalregion, bloodystool, irritationinanus
1514,Dimorphic hemmorhoids(piles), constipation, paininanalregion, bloodystool, irritationinanus
1515,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, bloodystool, irritationinanus
1516,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, irritationinanus
1517,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1518,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1519,Dimorphic hemmorhoids(piles), constipation, painduringbowelmovements, paininanalregion, bloodystool
1520,Heart attack, vomiting, breathlessness, sweating, chestpain
1521,Heart attack, vomiting, breathlessness, sweating, chestpain
1522,Heart attack, breathlessness, sweating, chestpain,
1523,Heart attack, vomiting, sweating, chestpain,
1524,Heart attack, vomiting, breathlessness, chestpain,
1525,Heart attack, vomiting, breathlessness, sweating,
1526,Heart attack, vomiting, breathlessness, sweating, chestpain
1527,Heart attack, breathlessness, sweating, chestpain,
1528,Heart attack, vomiting, sweating, chestpain,
1529,Heart attack, vomiting, breathlessness, chestpain,
1530,Varicose veins, fatigue, cramps, bruising, obesity
1531,Varicose veins, fatigue, cramps, bruising, obesity
1532,Varicose veins, cramps, bruising, obesity, swollenlegs
1533,Varicose veins, fatigue, bruising, obesity, swollenlegs
1534,Varicose veins, fatigue, cramps, obesity, swollenlegs
1535,Varicose veins, fatigue, cramps, bruising, swollenlegs
1536,Varicose veins, fatigue, cramps, bruising, obesity
1537,Varicose veins, fatigue, cramps, bruising, obesity
1538,Varicose veins, fatigue, cramps, bruising, obesity
1539,Varicose veins, fatigue, cramps, bruising, obesity
1540,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
1541,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
1542,Hypothyroidism, weightgain, coldhandsandfeets, moodswings, lethargy
1543,Hypothyroidism, weightgain, coldhandsandfeets, moodswings, lethargy
1544,Hypothyroidism, fatigue, coldhandsandfeets, moodswings, lethargy
1545,Hypothyroidism, fatigue, weightgain, moodswings, lethargy
1546,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, lethargy
1547,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
1548,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
1549,Hypothyroidism, fatigue, weightgain, coldhandsandfeets, moodswings
1550,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1551,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1552,Hyperthyroidism, moodswings, weightloss, restlessness, sweating
1553,Hyperthyroidism, fatigue, weightloss, restlessness, sweating
1554,Hyperthyroidism, fatigue, moodswings, restlessness, sweating
1555,Hyperthyroidism, fatigue, moodswings, weightloss, sweating
1556,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1557,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1558,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1559,Hyperthyroidism, fatigue, moodswings, weightloss, restlessness
1560,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1561,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1562,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1563,Hypoglycemia, fatigue, anxiety, sweating, headache
1564,Hypoglycemia, vomiting, anxiety, sweating, headache
1565,Hypoglycemia, vomiting, fatigue, sweating, headache
1566,Hypoglycemia, vomiting, fatigue, anxiety, headache
1567,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1568,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1569,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1570,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1571,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1572,Osteoarthristis, neckpain, kneepain, hipjointpain, swellingjoints
1573,Osteoarthristis, jointpain, kneepain, hipjointpain, swellingjoints
1574,Osteoarthristis, jointpain, neckpain, hipjointpain, swellingjoints
1575,Osteoarthristis, jointpain, neckpain, kneepain, swellingjoints
1576,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1577,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1578,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1579,Osteoarthristis, jointpain, neckpain, kneepain, hipjointpain
1580,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1581,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1582,Arthritis, stiffneck, swellingjoints, movementstiffness, painfulwalking
1583,Arthritis, muscleweakness, swellingjoints, movementstiffness, painfulwalking
1584,Arthritis, muscleweakness, stiffneck, movementstiffness, painfulwalking
1585,Arthritis, muscleweakness, stiffneck, swellingjoints, painfulwalking
1586,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1587,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1588,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1589,Arthritis, muscleweakness, stiffneck, swellingjoints, movementstiffness
1590,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
1591,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
1592,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinningmovements, lossofbalance
1593,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinningmovements, lossofbalance
1594,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinningmovements, lossofbalance
1595,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, lossofbalance
1596,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
1597,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
1598,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinningmovements
1599,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, lossofbalance
1600,Acne, skinrash, pusfilledpimples, blackheads, scurring
1601,Acne, skinrash, pusfilledpimples, blackheads, scurring
1602,Acne, pusfilledpimples, blackheads, scurring,
1603,Acne, skinrash, blackheads, scurring,
1604,Acne, skinrash, pusfilledpimples, scurring,
1605,Acne, skinrash, pusfilledpimples, blackheads,
1606,Acne, skinrash, pusfilledpimples, blackheads, scurring
1607,Acne, skinrash, pusfilledpimples, blackheads,
1608,Acne, skinrash, pusfilledpimples, scurring,
1609,Acne, skinrash, blackheads, scurring,
1610,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
1611,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
1612,Urinary tract infection, bladderdiscomfort, foulsmellofurine, continuousfeelofurine,
1613,Urinary tract infection, burningmicturition, foulsmellofurine, continuousfeelofurine,
1614,Urinary tract infection, burningmicturition, bladderdiscomfort, continuousfeelofurine,
1615,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine,
1616,Urinary tract infection, burningmicturition, bladderdiscomfort, foulsmellofurine, continuousfeelofurine
1617,Urinary tract infection, burningmicturition, bladderdiscomfort, continuousfeelofurine,
1618,Urinary tract infection, bladderdiscomfort, foulsmellofurine, continuousfeelofurine,
1619,Urinary tract infection, burningmicturition, bladderdiscomfort, continuousfeelofurine,
1620,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1621,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1622,Psoriasis, jointpain, skinpeeling, silverlikedusting, smalldentsinnails
1623,Psoriasis, skinrash, skinpeeling, silverlikedusting, smalldentsinnails
1624,Psoriasis, skinrash, jointpain, silverlikedusting, smalldentsinnails
1625,Psoriasis, skinrash, jointpain, skinpeeling, smalldentsinnails
1626,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1627,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1628,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1629,Psoriasis, skinrash, jointpain, skinpeeling, silverlikedusting
1630,Impetigo, skinrash, highfever, blister, redsorearoundnose
1631,Impetigo, skinrash, highfever, blister, redsorearoundnose
1632,Impetigo, highfever, blister, redsorearoundnose, yellowcrustooze
1633,Impetigo, skinrash, blister, redsorearoundnose, yellowcrustooze
1634,Impetigo, skinrash, blister, redsorearoundnose, yellowcrustooze
1635,Impetigo, skinrash, highfever, redsorearoundnose, yellowcrustooze
1636,Impetigo, skinrash, highfever, blister, yellowcrustooze
1637,Impetigo, skinrash, highfever, blister, redsorearoundnose
1638,Impetigo, skinrash, highfever, blister, redsorearoundnose
1639,Impetigo, skinrash, blister, redsorearoundnose, yellowcrustooze
1640,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
1641,Fungal infection, skinrash, nodalskineruptions, dischromicpatches,
1642,Fungal infection,itching, nodalskineruptions, dischromicpatches,
1643,Fungal infection,itching, skinrash, dischromicpatches,
1644,Fungal infection,itching, skinrash, nodalskineruptions,
1645,Fungal infection, skinrash, nodalskineruptions, dischromicpatches,
1646,Fungal infection,itching, nodalskineruptions, dischromicpatches,
1647,Fungal infection,itching, skinrash, dischromicpatches,
1648,Fungal infection,itching, skinrash, nodalskineruptions,
1649,Fungal infection,itching, skinrash, nodalskineruptions, dischromicpatches
1650,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
1651,Allergy, shivering, chills, wateringfromeyes,
1652,Allergy, continuoussneezing, chills, wateringfromeyes,
1653,Allergy, continuoussneezing, shivering, wateringfromeyes,
1654,Allergy, continuoussneezing, shivering, chills,
1655,Allergy, shivering, chills, wateringfromeyes,
1656,Allergy, continuoussneezing, chills, wateringfromeyes,
1657,Allergy, continuoussneezing, shivering, wateringfromeyes,
1658,Allergy, continuoussneezing, shivering, chills,
1659,Allergy, continuoussneezing, shivering, chills, wateringfromeyes
1660,GERD, stomachpain, acidity, ulcersontongue, vomiting
1661,GERD, stomachpain, ulcersontongue, vomiting, cough
1662,GERD, stomachpain, acidity, vomiting, cough
1663,GERD, stomachpain, acidity, ulcersontongue, cough
1664,GERD, stomachpain, acidity, ulcersontongue, vomiting
1665,GERD, stomachpain, acidity, ulcersontongue, vomiting
1666,GERD, acidity, ulcersontongue, vomiting, cough
1667,GERD, stomachpain, ulcersontongue, vomiting, cough
1668,GERD, stomachpain, acidity, vomiting, cough
1669,GERD, stomachpain, acidity, ulcersontongue, cough
1670,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1671,Chronic cholestasis, vomiting, yellowishskin, nausea, lossofappetite
1672,Chronic cholestasis,itching, yellowishskin, nausea, lossofappetite
1673,Chronic cholestasis,itching, vomiting, nausea, lossofappetite
1674,Chronic cholestasis,itching, vomiting, yellowishskin, lossofappetite
1675,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1676,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1677,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1678,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1679,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
1680,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
1681,Drug Reaction,itching, stomachpain, burningmicturition, spottingurination
1682,Drug Reaction,itching, skinrash, burningmicturition, spottingurination
1683,Drug Reaction,itching, skinrash, stomachpain, spottingurination
1684,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
1685,Drug Reaction, skinrash, stomachpain, burningmicturition, spottingurination
1686,Drug Reaction,itching, stomachpain, burningmicturition, spottingurination
1687,Drug Reaction,itching, skinrash, burningmicturition, spottingurination
1688,Drug Reaction,itching, skinrash, stomachpain, spottingurination
1689,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
1690,Peptic ulcer diseae, vomiting, lossofappetite, abdominalpain, passageofgases
1691,Peptic ulcer diseae, vomiting, indigestion, abdominalpain, passageofgases
1692,Peptic ulcer diseae, indigestion, lossofappetite, abdominalpain, passageofgases
1693,Peptic ulcer diseae, vomiting, lossofappetite, abdominalpain, passageofgases
1694,Peptic ulcer diseae, vomiting, indigestion, abdominalpain, passageofgases
1695,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, passageofgases
1696,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
1697,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
1698,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
1699,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
